HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
	1	86869859	86870549
SDCCAG3P2	1	175013762	175014784
	16	3101992	3109371
	17	29190939	29191958
	15	70796246	70798267
	X	48929385	48937546
RNU1-128P	Y	19900883	19901042
MIR5585	1	32552550	32552608
	6	145029242	145029633
TRIM53BP	11	89575165	89584138
	11	57405497	57420263
	1	143354963	143467632
	2	106921211	106921653
	1	230451438	230451976
	5	4773594	4774978
KAL1	X	8496915	8700227
	17	29283298	29283979
	15	70894463	70894855
OR6C72P	12	55677534	55706860
	1	32636334	32642169
RPS27P25	12	120807243	120809491
	19	16744614	16746080
ENSAP3	2	215562451	215562788
AGGF1P1	4	190962497	190964569
ANKRD30A	10	37414785	37673039
	1	175172364	175173985
	6	145669894	145669985
	15	71041271	71046516
SPEF1	20	3758151	3762095
	6	76108577	76108783
	X	103065314	103065438
	2	106961022	106961889
FAM83A-AS1	8	124213412	124214983
	1	230728406	230731329
RN7SL138P	17	29286583	29286867
	11	5539671	5546185
	2	128824768	128824981
MIR4463	6	76138123	76138189
RNA5SP511	X	103105726	103105840
RNU1-33P	6	145784374	145784535
	17	29291953	29292518
	1	175266216	175266376
CLUHP4	4	190979057	190984160
ELMO1	7	36893961	37488852
TAS2R62P	7	143134127	143135066
	1	87018308	87019025
	1	230747755	230748158
	5	90575914	90576959
	6	76164660	76168616
	X	103159243	103159675
	19	16750778	16751479
	2	106984665	106985332
	6	145810766	145813228
	15	71060350	71071207
	2	215674953	215827998
	1	32670370	32672415
	5	4775589	4805882
	5	43231914	43233275
TRAPPC2P3	Y	19909863	19912576
	1	87036864	87158886
	19	16823128	16823245
TECRP2	4	125384018	125384945
KIAA1279	10	70748487	70776738
TRIM51BP	11	89586008	89596061
	15	71083352	71083825
ZNF318	6	43274872	43337216
MICG	HSCHR6_MHC_QBL	29777533	29777664
OR2R1P	7	143185582	143186495
	6	76174839	76175286
OR6C5P	12	55705619	55706541
	5	4831812	4849913
	1	175276354	175304595
MIR130A	11	57408671	57408759
	4	190981535	190981630
	17	10695376	10698302
RNU6-568P	2	88667312	88667381
	8	15830824	15857833
	17	55155659	55162385
	4	190986388	190987069
	1	230846444	230931238
	11	57485516	57486002
	5	134734970	134736986
LINC00298	2	8062556	8418214
MIR4454	5	170174051	170215654
	1	87071953	87072040
MIR4663	8	124228028	124228103
HCG4P8	HSCHR6_MHC_QBL	29792350	29793328
	X	103165225	103166272
GPKOW	X	48970334	48980151
LINC00675	17	10698230	10707416
	7	143229842	143230257
	4	125421097	125479589
	2	43907604	43908761
OR52V1P	11	5548507	5549404
	15	42073346	42076229
TNR-IT1	1	175507911	175525954
OFD1P1Y	Y	19921687	19937209
	2	215711671	215711805
TMEM151B	6	44238203	44275243
MIR492	12	95228174	95228289
UBA52P5	8	124249092	124249302
RPL29P30	15	71088936	71095027
	2	88673658	88673758
	9	136919412	136923927
OR5BA1P	11	57633770	57634751
	2	215711852	215712169
	4	69932113	69935606
	17	55169506	55173786
OR6C7P	12	55736625	55737558
HCG4	6	29758816	29760850
RN7SL467P	1	230865626	230865915
	12	95494307	95494821
C11orf84	11	63580860	63595190
DUX4L8	4	190988796	190990406
RNU1-34P	6	76183454	76183610
	8	16133190	16133805
	1	175846479	175849604
	5	43287703	43290941
	6	146056706	146058354
MYO5A	15	52599480	52821247
	5	4866634	4874872
RN7SL437P	17	55489272	55489562
RNA5SP79	1	230955996	230956104
PAICSP5	7	143242279	143243828
	12	95519536	95520165
KY	3	134321980	134370478
RPL26P20	6	76209421	76209852
	2	128825374	128825475
	4	126283974	126284084
	2	215886722	215906980
	17	55599609	55600958
	1	230959387	230960453
RNU6-628P	8	124275083	124275189
RN7SL206P	2	128879655	128879963
MTMR9LP	1	32697259	32707221
LUCAT1	5	90598846	90610219
	4	126597873	126673948
	5	4967877	4970538
	8	124278882	124278985
CLCA3P	1	87099956	87121059
	1	175873898	175889649
	6	146058047	146058309
	12	95669546	95669648
	2	128897366	128898090
	1	231010592	231014761
HLA-P	6	29768192	29770202
NUPL1P1	4	126602332	126604823
	17	55678217	55685773
	17	10752858	10784212
RNF6	13	26706253	26796791
	2	106986180	106994703
RN7SKP66	2	43999259	43999489
	9	136944026	136944566
	8	124300595	124302743
CBX3P5	12	95680094	95680614
	1	175891111	175891281
RNU6-1048P	2	44119829	44119935
	16	299546	319942
	6	76295838	76296177
	X	103172005	103174131
RN7SL449P	17	55695469	55695759
	17	81061205	81063860
	6	146136048	146207721
	2	44293033	44293293
	2	216139715	216142670
NHSL1	6	138743180	139013708
RNU7-134P	17	55762890	55762953
ETNK2	1	204100190	204121307
LINC00299	2	8147901	8523751
TMEM248P1	4	126644422	126645372
SCARNA3	1	175937534	175937676
	15	71121469	71123745
RN7SL837P	1	231029887	231030173
	2	216167489	216167587
OR6C71P	12	55770582	55771520
OR52H2P	11	5572892	5573793
	17	55849307	55912110
RN7SL623P	5	170293839	170294146
RNU6-1338P	6	76302771	76302861
	1	231031178	231031250
	1	175986413	175987896
	2	216300976	216301715
RNU6-566P	2	44381928	44382034
	17	81091900	81125376
CCNB1	5	68462837	68474072
	1	143377281	143401533
	5	170323933	170331465
MRPL49P2	8	16232127	16232591
	4	126991863	126993159
	6	76320674	76321661
	1	231124735	231124869
PKD1L3	16	71963441	72033877
	5	134786303	134794387
MICF	HSCHR6_MHC_QBL	29817101	29817229
	1	176176784	176198466
RN7SKP94	17	55866810	55867093
	4	69990992	69992169
	5	43336266	43348818
	2	216318430	216328594
MIR1182	1	231155574	231155670
	12	120827349	120833797
HCG4P7	HSCHR6_MHC_QBL	29846367	29847335
	15	71141222	71142109
FUNDC2P3	6	146492451	146492983
PLK4	4	128802016	128820350
	17	81159765	81168959
	9	136997364	137000894
RNU6-875P	8	124354654	124354759
RPL7AP7	6	29770972	29771768
	1	176200336	176200966
RNU6-1016P	6	76353800	76353893
	4	127027294	127028078
	17	55989694	55999942
	1	231157357	231157929
MIR548AA1	8	124360274	124360370
MIR548D1	8	124360274	124360370
TMEM176B	7	150488373	150498448
RN7SKP163	6	76364686	76365015
HLA-H	HSCHR6_MHC_QBL	29846825	29849546
	2	216341390	216344971
	8	16461764	16522388
RPL31P52	12	120888240	120888606
RNA5SP222	6	146661556	146661660
OR6C66P	12	55782229	55783158
PLGLA	2	106998562	107010027
KRT8P9	15	71151053	71152501
RNU6-155P	6	76477776	76477875
MICG	6	29780342	29780473
DUTP2	8	124364421	124364883
	6	146686067	146686630
	1	231253577	231254071
SPICE1	3	113161565	113234034
RNA5SP209	6	76574956	76575052
	X	103182679	103183597
	2	216395170	216410249
RNU2-12P	1	176212998	176213165
HCG4P8	6	29795162	29796141
DYNLL1-AS1	12	120928131	120933743
	2	128908728	128908878
	2	44393405	44394082
	17	81165854	81165944
HLA-DPB1	HSCHR6_MHC_COX	32965679	32976889
	6	76575681	76575783
	17	56066400	56072211
	1	176241619	176242538
OR6C73P	12	55790124	55790481
FSTL5	4	162305049	163085187
	4	69997069	70000532
	6	76638230	76638342
	6	146915652	146920067
	8	16534414	16772553
MICF	6	29820140	29820268
DHFR	5	79922047	79950802
HLA-DOB	HSCHR6_MHC_DBB	32758669	32762954
RNU6-248P	6	76802551	76802657
HCG4P7	6	29855071	29856045
IMPDH1P6	8	124412822	124414335
	17	81168296	81175490
OR52B5P	11	5582197	5583147
RNU6ATAC	9	137029561	137029686
RNU6-261P	6	77156705	77156806
	1	231319844	231323373
DYNLT3P2	2	128957475	128957769
RPL5P3	15	71355440	71356328
TMEM87B	2	112812800	112876895
	6	77232168	77303340
	1	176274808	176275231
	2	216397856	216578618
	2	44394764	44395998
RNU6-1168P	2	88683013	88683116
RNU6-734P	6	146960836	146960905
HLA-H	6	29855350	29858259
HLA-T	HSCHR6_MHC_QBL	29855621	29856752
	X	103197629	103202112
TCEB1P6	Y	19949081	19949408
	6	77267370	77267471
PHC1P1	12	55804263	55808633
KATNBL1P6	6	147123495	147124960
RNU6-1007P	2	88714417	88714523
RBM48P1	4	127484664	127485931
	9	137033891	137034462
RNA5SP80	1	231417160	231417270
	5	43484061	43509458
DPPA3P1	X	103216382	103216864
OR52T1P	11	5587908	5588846
	6	77370203	77372487
	2	88727597	88728134
	15	71439989	71481381
SNRPD2P2	1	231611702	231612034
TMEM50B	21	34804792	34852318
	8	124575310	124581002
DDX39BP1	HSCHR6_MHC_QBL	29865581	29865947
MORF4L1P7	1	176336835	176337537
	12	120942374	120942462
	17	81174666	81188573
RN7SKP155	8	124600999	124601286
MCTP2	15	94774767	95023632
CDY6P	Y	19993979	19995588
SRSF3	6	36562145	36573377
PTP4A1P7	1	176585404	176585925
H2BFXP	X	103230535	103230898
	4	127949262	127949374
MCCD1P1	HSCHR6_MHC_QBL	29866823	29867682
	4	70010452	70013389
	2	44466707	44466800
	4	127964585	127998917
	9	137185777	137187243
	8	124626465	124670810
	19	16912237	16912525
	6	77484700	77485577
	2	44497760	44498245
HCG4B	HSCHR6_MHC_QBL	29883750	29886203
	19	16954836	16957284
	3	127199533	127255655
PLA2G4B	15	42120283	42140345
	1	231658134	231664302
	2	216444130	216447358
ZNF780B	19	40534167	40562116
RPS6P7	6	78205836	78206388
	2	45009185	45009269
HLA-T	6	29864431	29865563
RN7SL474P	8	16720709	16721005
RN7SL835P	19	17018272	17018531
MIR3118-2	1	143424141	143424215
MIR3118-3	1	143424141	143424215
MIR3118-1	1	143424141	143424215
	5	170678870	170679986
HLA-K	HSCHR6_MHC_QBL	29885447	29888221
HNRNPA1P53	11	5592477	5593422
RN7SL823P	19	17021303	17021594
EEF1A1P19	5	43495175	43496556
RPL29P24	12	120960467	120961246
	8	16988690	17007298
	1	143437327	143437409
STXBP5-AS1	6	147163037	147525750
	19	17119999	17124270
	8	124936999	124938173
	3	127208396	127209630
	5	4974803	5034380
MIR4669	9	137271257	137271318
	1	143498344	143517299
DDX39BP1	6	29874320	29874686
	1	32752053	32752162
	X	103317106	103317601
MPL	1	43803478	43818443
MIR488	1	176998499	176998581
	15	71457109	71457754
	19	17162804	17165897
	5	134895267	134970564
	9	137397318	137413288
	1	87169185	87170145
FER1L6-AS1	8	124996378	125053023
	1	32814795	32816264
PDCD7	15	65409717	65426174
FOXI3	2	88747726	88752131
MCCD1P1	6	29875560	29876422
	19	17206228	17210117
CCDC8	19	46913629	46916841
	1	177155496	177155588
	3	127383547	127383653
	1	143527555	143533272
	6	78646918	78646988
LINC00607	2	216476286	216708445
	1	87250596	87251150
HLA-U	HSCHR6_MHC_QBL	29891332	29891516
	5	170710663	170710717
RNVU1-1	1	143647014	143647177
USP9YP7	Y	20020635	20022686
	2	45147332	45166338
RNA5SP139	3	127682451	127682567
	19	17263398	17278861
	6	79314184	79315753
	1	177320722	177335408
HCG4B	6	29893760	29894750
	4	70047378	70048090
	5	170772347	170772634
RNU2-37P	3	127793916	127794092
GAPDHP20	1	32867710	32868716
	8	17007810	17008397
	6	79519432	79523020
HCG4P5	HSCHR6_MHC_QBL	29899233	29900225
RUVBL1-AS1	3	127794653	127797899
	5	134984273	134989624
	1	143647638	143745417
HLA-K	6	29894236	29897009
	12	55828521	55979255
	2	128960935	128961349
	8	17082473	17082978
	11	5593552	5646126
	15	71633466	71634086
HLA-W	HSCHR6_MHC_QBL	29913778	29915752
	1	177362423	177566844
RNU6-823P	3	127860718	127860820
	6	79671213	79671289
	3	65926922	65927022
RPL11P5	12	121031818	121032351
ZNF804A	2	185463093	185804219
	8	125048251	125052709
	5	135048808	135048905
	19	17288320	17289285
DENND3	8	142127377	142205907
	1	87397882	87400574
MIR1280	3	128081008	128081101
	2	179405852	179406526
	6	79777409	79777855
PHBP10	X	103891897	103892680
LINC00582	1	231727038	231747836
	19	17317947	17318819
	9	137419028	137437090
	5	135078151	135082045
OR52U1P	11	5740520	5741442
	1	87409368	87410425
FER1L6-AS2	8	125058314	125183763
DNAJB8-AS1	3	128182437	128191160
PNMAL1	19	46969748	46974820
	2	179413611	179415408
	12	121067908	121079394
	1	177522005	177522095
	4	70047818	70082484
HMGN3-AS1	6	79943435	79946514
MED1	17	37560538	37607539
	2	179441830	179442349
	1	87510618	87511554
MICD	HSCHR6_MHC_QBL	29927983	29929646
RN7SL339P	5	170786121	170786414
	1	177669659	177679465
LINC01020	5	5034472	5070117
HLA-U	6	29901878	29902063
ADAM24P	8	17327027	17329127
	2	179443517	179445633
RNU5A-5P	1	231806381	231806496
	15	71634663	71640810
	3	128208055	128221191
MAD1L1	7	1855429	2272878
	1	87511558	87512383
	6	79987822	79988144
	5	170792599	170794697
	8	125154129	125155753
DISC1-IT1	1	232061580	232080979
	2	107087255	107094125
HCG4P5	6	29909852	29910844
USP9YP6	Y	20024579	20033510
PPIL3	2	201735630	201754026
	15	71767826	71767901
	5	90608874	90610219
	1	232295837	232321389
	2	179481308	179481850
IGHV1-46	14	106967049	106967788
HLA-DMB	HSCHR6_MHC_QBL	32831136	32849631
	9	137444584	137445743
RNVU1-2	1	143670468	143670602
	5	135136918	135137003
HLA-W	6	29924373	29926347
	4	70081626	70082353
HCG9	HSCHR6_MHC_QBL	29932284	29935585
	1	232310678	232315859
IFT81	12	110562140	110656602
RNU1-13P	1	143673129	143673290
MIR5692C1	5	135138674	135138764
	5	43511160	43521913
RPL18AP14	X	104048595	104049120
	2	179509444	179509906
	6	80011680	80011783
	17	56154252	56160565
	5	43515376	43525412
	1	232357684	232357920
	6	80036285	80036924
	2	179588184	179591773
ARF1P3	8	125164164	125164674
IGHV3-48	14	106993814	106994346
OR52P1P	11	5747732	5748694
	5	90650295	90650751
RN7SL299P	1	232358612	232358891
MSX2P1	17	56234389	56235161
	2	179641653	179644690
RNU6-1211P	1	232835950	232836054
CD8BP	2	107103824	107123396
	1	32887580	32887920
	1	143687097	143720401
MIR548V	8	17539087	17539166
MICD	6	29938578	29940241
DDX39BP2	HSCHR6_MHC_QBL	29950408	29950803
COL5A1-AS1	9	137541231	137544689
	6	80064160	80064430
	1	232853817	232857996
NNT-AS1	5	43571696	43603332
MCCD1P2	HSCHR6_MHC_QBL	29951635	29952512
	6	80115957	80116491
KCTD9P2	X	104650318	104651710
RGS11	16	318300	325980
FAM9A	X	8758836	8769424
LRRC37A12P	1	32888815	32892390
	HSCHR6_MHC_QBL	31930550	31940991
	5	90651197	90651843
NR2E3	15	72084977	72110600
	2	216582766	216584147
	1	177897923	178007142
RNU7-104P	2	179696098	179696176
	1	232863000	232878461
	2	128975162	128975646
HCG9	6	29942889	29946183
	6	80130014	80131022
RPS6P2	2	179866483	179867487
	8	125204912	125259639
TMEM140	7	134832824	134850967
	12	121134927	121137344
	6	147180317	147184217
LINC01140	1	87595448	87634881
RNU1-125P	16	3119524	3119652
OR56B2P	11	5786326	5787279
	8	17561497	17563696
RNU1-74P	1	232967763	232967933
	2	88762285	88762370
	2	216669454	216669704
RNF220	1	44870866	45117396
	14	55749014	55749361
BZRAP1-AS1	17	56402811	56493127
MAGIX	X	49019061	49024822
	1	233052981	233053764
RNA5SP256	8	17605627	17605739
RAB5CP2	5	90772199	90772835
	16	3126912	3137101
	6	147269664	147272295
CHMP4BP1	14	55765362	55765949
	2	216734646	216735241
RN7SL122P	1	32923436	32923733
	8	17658854	17718578
GOLGA8G	15	28764757	28778160
TMEM69	1	46152886	46160115
TSNAXIP1	16	67840668	67866051
	4	70108346	70116533
	2	69059176	69064856
	2	129108403	129108501
CDY7P	Y	20063469	20065380
SIX3-AS1	2	45167293	45169012
RNU6-756P	8	125272887	125272993
	6	147480061	147502128
	2	179887984	179888105
DBIP1	6	80146625	80146884
	2	88838238	88875128
	1	33105552	33105653
RPS7P3	1	233424614	233425193
	14	55792552	55806219
RPS24	10	79793518	79816570
	HSCHR6_MHC_QBL	29958305	30019022
RNU6-207P	X	104920064	104920170
OR52N3P	11	5821594	5822690
	9	137740819	137740966
RNA5SP103	2	129202655	129202772
	8	125283924	125289825
	2	179990263	179990364
	1	33183335	33190838
	2	216743556	216743642
DDX39BP2	6	29960986	29961382
	X	105104682	105104755
	2	180138558	180150434
	6	147708800	147711601
ISCA1P6	2	129276362	129276751
OSBPL7	17	45884738	45899200
MCCD1P2	6	29962214	29963091
	2	216804031	216806442
	8	125313556	125314045
	1	33391895	33392000
	8	17666450	17678377
	9	137741021	137741098
POLHP1	2	217021065	217021534
	6	80262511	80262877
	1	33445543	33446073
	5	70511133	70512314
	10	37591928	37592037
	1	233431071	233431473
	2	217039619	217040755
PPP5D1	19	46984053	47104457
	12	121159310	121161442
	8	125318430	125320617
MIR3689C	9	137741144	137741215
YAP1P1	6	147728025	147729417
	5	70516183	70555065
RNU4-77P	1	233584372	233584527
	7	99310660	99310775
	6	80270849	80271319
	X	105314472	105317193
OAS2	12	113416200	113449528
OR52E7P	11	5895190	5896122
MIR4427	1	233759898	233759965
LINC00993	10	37598113	37635959
MIR4700	12	121160996	121161069
MIR3689A	9	137741333	137741410
	2	217081768	217084915
	5	135140194	135140282
	7	99364166	99364515
	6	80513300	80516942
TMEM132B	12	125671382	126146917
	5	43587020	43588325
	2	8279532	8283399
RNF139-AS1	8	125474726	125486817
	5	135148356	135162271
MIR3689D1	9	137741455	137741528
	1	233971826	233972178
IGHV3-49	14	107012938	107013477
	7	99417641	99417709
USP9YP34	Y	20096229	20105140
	5	170793122	170793256
	11	5959981	5966214
	6	80536510	80536602
	5	135233326	135235939
	5	170793303	170793615
RNVU1-3	1	143687359	143687519
	2	69059948	69064324
	3	175786895	175787040
FBXO5	6	153291664	153304714
	6	80564401	80565349
	1	143719663	143721171
	11	57637794	57638043
	1	234086184	234086853
	2	217124318	217130853
	5	135236042	135253850
	6	147981839	148275073
	11	5988407	5989724
	3	175831490	175832325
	7	99467464	99467517
ZNRD1-AS1	6	29968788	30029417
	2	45181803	45195901
MIR3912	5	170813660	170813764
IGHV5-51	14	107034729	107035221
RAC1P7	1	234162597	234162973
	5	70529154	70530335
	1	33452553	33453834
	1	87616981	87617128
	9	137741659	137741806
	1	143719704	143721519
OR5AZ1P	11	57684769	57685711
	2	129338065	129339150
	5	5046909	5049610
	8	17739552	17740170
CYP3A52P	7	99469791	99469881
	6	80581590	80584327
VTRNA2-1	5	135416160	135416286
MIR3126	2	69330814	69330887
	9	137741837	137741914
	1	87819207	87837338
	2	217168048	217186460
MIR503	X	133680358	133680428
	5	171197534	171197724
	11	9481747	9482010
GAPDHP63	6	80662722	80663728
KRT18P58	11	6015106	6016225
CENPB	20	3764498	3767337
	1	143876891	143876982
	1	234348352	234350834
	5	171507909	171507980
	5	70647682	70742169
LINC00629	X	133684003	133693953
	X	105570887	105571051
ADAT2	6	143743969	143771810
	3	176321931	176353320
	2	129821419	129829298
	7	99527015	99546243
	7	134832797	134832916
	8	17763265	17765396
RNA5SP329	11	6038226	6038344
RPL29P12	5	43666867	43667334
	2	107138359	107154535
RPL35AP18	6	80673932	80674236
	1	234397452	234410211
OR5BD1P	11	57713070	57713886
SRGAP2B	1	143913615	144094424
OR56A7P	11	6067037	6067977
CXCL17	19	42932440	42947200
	5	171679338	171679482
MIR3689B	9	137741971	137742118
	7	99534233	99534334
	12	121178273	121199395
	2	217216126	217216227
	5	96424779	96519354
	1	234404329	234408246
RNA5SP52	1	87918923	87919056
KLF3P1	5	171681422	171682443
	X	105669798	105669899
	2	8683722	8715631
TAP2	HSCHR6_MHC_DBB	32767739	32784536
OR52L2P	11	6078546	6079505
	1	33452676	33498070
NMNAT3	3	139279022	139396859
SMAD5-AS1	5	135465196	135470579
	7	99549656	99549781
	6	80774003	80779916
	2	217250011	217277419
	X	133733487	133740284
NAP1L4P2	X	105709772	105710670
	1	88365592	88371397
MIR3689D2	9	137742123	137742202
CYCSP26	11	57772858	57773177
OR52X1P	11	6088103	6089016
	1	234420718	234421287
RNA5SP96	2	69409029	69409135
	2	45223552	45224012
RNU6-1065P	17	10761216	10761321
	1	33726813	33727281
	2	8699963	8723922
MIR4671	1	234442213	234442285
RPL21P133	X	133741187	133741662
RNU6-1216P	2	69410009	69410115
	HG1308_PATCH	130517374	130592303
RPL15P21	17	10763852	10764779
FGA	4	155504278	155511918
AK4P5	6	80787446	80788079
	3	176361729	176585626
BID	22	18216906	18257536
CDK8	13	26828276	26979375
AZGP1P1	7	99578385	99585158
	2	107159470	107160753
MRPL3	3	131181056	131221827
	6	148062570	148064460
	2	69478950	69479496
	2	217343753	217363484
	5	43874469	43886730
C6orf229	6	24797549	24799117
MIR29B1	HG1308_PATCH	130544646	130576964
MIR29A	HG1308_PATCH	130544646	130576964
	1	234492450	234492887
	1	88778836	88778985
	17	10957105	10957252
	1	33764975	33766320
	2	69561732	69561824
	11	6129365	6206806
	2	45240353	45240807
RN7SL601P	17	11060772	11061062
IPP	1	46159996	46216322
RNA5SP147	3	176481021	176481129
	5	70668503	70670725
LIX1	5	96427574	96478576
ZNF780A	19	40575059	40596845
	HG1308_PATCH	130593863	130595860
	6	81065141	81066576
	17	11170622	11170696
	5	135527156	135528822
	1	33772967	33791644
	3	176531943	176534789
MIR3689E	9	137742416	137742487
RNU6-381P	5	44066726	44066833
RN7SL583P	1	88943514	88943797
	2	69685129	69693664
	6	148338558	148342110
	17	11191522	11194128
ARF1P2	12	121282913	121283450
FAM9B	X	8992273	9132680
MIR3689F	9	137742588	137742653
RNF113A	X	119004497	119005791
FGF10-AS1	5	44388834	44414091
RNU6-899P	11	57794178	57794284
MTND5P15	3	176728507	176728855
	1	88963992	88964359
	17	11644693	11644781
MIR3605	1	33797994	33798093
	1	144043972	144044082
	8	17942377	17953903
HCG4P3	HSCHR6_MHC_QBL	29963417	29964413
VN2R9P	11	57808180	57809132
